Crime_ID,Crime_Type,Location,Date,Time,Status,Victim_Age,Victim_Gender,Suspect_Age,Suspect_Gender,Year,Month
CR07142,Cybercrime,Rohini,2023-12-02,09:36,Reported,39,Male,68,Female,2023,12
CR07123,Theft,Hauz Khas,2020-04-13,01:18,Resolved,59,Other,21,Male,2020,4
CR08906,Domestic Violence,Karol Bagh,2023-07-25,04:34,Under Investigation,51,Female,69,Male,2023,7
CR03083,Fraud,Vasant Kunj,2021-05-09,17:06,Under Investigation,24,Male,65,Male,2021,5
CR00632,Cybercrime,Lajpat Nagar,2020-08-31,07:47,Resolved,39,Other,55,Other,2020,8
CR06813,Murder,Connaught Place,2022-08-11,03:49,Resolved,19,Other,23,Female,2022,8
CR02493,Fraud,Vasant Kunj,2021-07-15,08:57,Reported,64,Female,27,Other,2021,7
CR02665,Rape,Hauz Khas,2022-02-08,16:14,Closed,39,Female,57,Other,2022,2
CR09049,Kidnapping,Vasant Kunj,2022-10-09,09:18,Closed,29,Female,37,Female,2022,10
CR08975,Theft,Lajpat Nagar,2022-03-24,03:11,Closed,56,Male,42,Female,2022,3
CR09025,Cybercrime,Connaught Place,2022-01-26,02:38,Reported,48,Male,28,Male,2022,1
CR04211,Burglary,Saket,2022-01-27,23:54,Reported,34,Male,65,Male,2022,1
CR03874,Murder,Vasant Kunj,2022-12-03,01:41,Under Investigation,62,Other,29,Other,2022,12
CR02817,Theft,Saket,2023-06-15,04:16,Closed,63,Other,17,Other,2023,6
CR02320,Fraud,Dwarka,2022-12-31,12:36,Under Investigation,31,Male,57,Female,2022,12
CR03978,Rape,Rohini,2022-12-31,06:13,Reported,74,Female,24,Other,2022,12
CR02222,Burglary,Rohini,2020-12-05,07:37,Reported,33,Other,27,Female,2020,12
CR07426,Domestic Violence,Saket,2023-03-31,16:36,Under Investigation,52,Female,29,Other,2023,3
CR09172,Cybercrime,Karol Bagh,2021-02-21,18:52,Reported,16,Other,29,Female,2021,2
CR09028,Theft,Karol Bagh,2023-09-16,11:29,Under Investigation,27,Other,16,Female,2023,9
CR09812,Cybercrime,Connaught Place,2023-01-16,12:15,Unresolved,45,Other,39,Female,2023,1
CR01735,Kidnapping,Rohini,2021-07-22,07:17,Resolved,69,Female,49,Female,2021,7
CR07397,Theft,Hauz Khas,2020-02-20,10:47,Unresolved,57,Female,62,Male,2020,2
CR04255,Domestic Violence,Punjabi Bagh,2023-07-02,00:49,Resolved,46,Other,42,Female,2023,7
CR08836,Robbery,Dwarka,2020-06-28,05:21,Under Investigation,20,Male,19,Male,2020,6
CR02475,Murder,Saket,2022-02-21,02:46,Unresolved,15,Female,31,Female,2022,2
CR09389,Kidnapping,Rohini,2023-05-13,16:35,Under Investigation,24,Other,70,Female,2023,5
CR03713,Domestic Violence,Hauz Khas,2021-02-12,04:27,Under Investigation,54,Male,37,Other,2021,2
CR09578,Rape,Punjabi Bagh,2020-03-16,17:35,Resolved,18,Female,17,Male,2020,3
CR01804,Kidnapping,Punjabi Bagh,2020-04-16,21:23,Resolved,52,Male,37,Other,2020,4
CR00707,Burglary,Rohini,2022-12-28,20:51,Reported,44,Female,52,Male,2022,12
CR09803,Assault,Karol Bagh,2020-02-22,22:26,Under Investigation,37,Female,36,Male,2020,2
CR05189,Murder,Connaught Place,2020-06-17,09:10,Closed,37,Other,48,Male,2020,6
CR05472,Fraud,Dwarka,2020-08-08,16:49,Unresolved,65,Other,62,Female,2020,8
CR00072,Assault,Rohini,2021-05-29,18:26,Reported,27,Female,65,Other,2021,5
CR07843,Domestic Violence,Rohini,2022-04-16,13:26,Closed,19,Other,22,Male,2022,4
CR05101,Cybercrime,Saket,2021-03-13,18:40,Closed,72,Other,52,Female,2021,3
CR06764,Assault,Saket,2023-04-25,03:27,Unresolved,49,Other,35,Female,2023,4
CR01125,Rape,Lajpat Nagar,2023-12-23,23:06,Reported,18,Male,35,Female,2023,12
CR01241,Fraud,Rohini,2022-10-16,07:57,Unresolved,32,Female,30,Male,2022,10
CR03214,Burglary,Dwarka,2021-12-04,11:15,Resolved,36,Other,62,Male,2021,12
CR02349,Fraud,Lajpat Nagar,2020-02-08,08:49,Unresolved,72,Other,60,Other,2020,2
CR06602,Robbery,Connaught Place,2022-05-06,14:20,Reported,58,Male,38,Female,2022,5
CR06780,Assault,Connaught Place,2020-02-20,07:10,Under Investigation,46,Male,30,Female,2020,2
CR04358,Theft,Lajpat Nagar,2023-11-27,03:03,Closed,16,Female,63,Other,2023,11
CR01343,Assault,Chandni Chowk,2023-03-29,11:08,Under Investigation,31,Other,52,Male,2023,3
CR09587,Assault,Rohini,2021-12-26,01:43,Under Investigation,68,Male,25,Other,2021,12
CR09257,Burglary,Rohini,2023-09-24,00:07,Resolved,39,Male,25,Female,2023,9
CR06886,Cybercrime,Dwarka,2020-05-08,22:56,Unresolved,41,Male,32,Female,2020,5
CR08632,Murder,Lajpat Nagar,2023-03-17,08:53,Under Investigation,24,Other,72,Other,2023,3
CR06652,Cybercrime,Chandni Chowk,2020-06-10,17:47,Under Investigation,61,Other,28,Female,2020,6
CR01100,Kidnapping,Punjabi Bagh,2023-03-02,23:01,Resolved,30,Male,59,Male,2023,3
CR07327,Fraud,Vasant Kunj,2023-09-12,16:36,Under Investigation,52,Other,57,Other,2023,9
CR07622,Rape,Dwarka,2021-04-30,08:16,Unresolved,29,Male,18,Male,2021,4
CR00987,Fraud,Rohini,2020-02-12,14:58,Under Investigation,53,Female,16,Male,2020,2
CR02852,Assault,Punjabi Bagh,2020-07-25,14:30,Reported,26,Other,70,Female,2020,7
CR00630,Burglary,Rohini,2021-09-03,07:58,Closed,16,Female,73,Female,2021,9
CR01249,Robbery,Rohini,2021-06-23,06:12,Under Investigation,59,Male,30,Male,2021,6
CR03179,Murder,Karol Bagh,2023-11-21,07:07,Under Investigation,47,Male,26,Male,2023,11
CR00482,Fraud,Hauz Khas,2021-07-14,03:20,Resolved,55,Female,35,Male,2021,7
CR03040,Theft,Karol Bagh,2021-01-01,10:54,Unresolved,59,Female,29,Male,2021,1
CR05010,Robbery,Dwarka,2021-09-27,17:36,Closed,50,Female,28,Male,2021,9
CR09311,Fraud,Connaught Place,2020-06-06,16:24,Resolved,18,Male,20,Male,2020,6
CR07000,Burglary,Karol Bagh,2023-01-17,13:44,Reported,33,Other,27,Other,2023,1
CR03273,Robbery,Lajpat Nagar,2023-08-10,02:05,Under Investigation,70,Female,26,Other,2023,8
CR07227,Cybercrime,Karol Bagh,2023-06-17,23:57,Resolved,73,Female,40,Female,2023,6
CR03683,Fraud,Dwarka,2021-12-05,09:40,Closed,56,Male,18,Male,2021,12
CR06674,Domestic Violence,Connaught Place,2021-07-30,01:39,Reported,25,Other,63,Male,2021,7
CR06807,Kidnapping,Vasant Kunj,2022-08-27,14:53,Unresolved,16,Female,35,Other,2022,8
CR01605,Murder,Rohini,2022-05-11,16:16,Unresolved,31,Female,46,Male,2022,5
CR01316,Burglary,Hauz Khas,2021-06-17,22:10,Unresolved,49,Male,65,Male,2021,6
CR03225,Assault,Punjabi Bagh,2021-10-29,02:13,Unresolved,30,Male,52,Male,2021,10
CR01072,Robbery,Saket,2023-05-04,16:07,Unresolved,56,Male,52,Female,2023,5
CR04815,Rape,Hauz Khas,2022-06-10,22:52,Resolved,27,Other,23,Female,2022,6
CR09009,Robbery,Saket,2021-08-01,14:53,Resolved,22,Female,49,Female,2021,8
CR05752,Robbery,Chandni Chowk,2022-12-22,11:31,Reported,71,Male,29,Female,2022,12
CR09754,Kidnapping,Lajpat Nagar,2020-12-31,17:04,Reported,59,Other,49,Other,2020,12
CR04616,Fraud,Punjabi Bagh,2020-02-12,08:29,Closed,65,Male,54,Female,2020,2
CR03097,Fraud,Lajpat Nagar,2023-01-30,23:52,Resolved,73,Other,62,Other,2023,1
CR06869,Assault,Vasant Kunj,2021-08-02,07:44,Under Investigation,23,Male,36,Male,2021,8
CR01300,Kidnapping,Chandni Chowk,2023-06-08,00:22,Closed,34,Other,41,Other,2023,6
CR07285,Cybercrime,Hauz Khas,2021-09-08,12:46,Under Investigation,29,Male,24,Other,2021,9
CR06284,Cybercrime,Saket,2020-09-12,20:53,Unresolved,20,Male,31,Other,2020,9
CR05495,Cybercrime,Hauz Khas,2021-08-28,04:15,Resolved,74,Other,34,Male,2021,8
CR05291,Cybercrime,Vasant Kunj,2021-08-16,11:34,Closed,50,Male,40,Male,2021,8
CR01798,Kidnapping,Chandni Chowk,2020-07-12,06:46,Reported,24,Female,22,Male,2020,7
CR05203,Kidnapping,Connaught Place,2021-06-11,21:34,Closed,43,Female,42,Female,2021,6
CR08227,Theft,Rohini,2023-08-26,03:46,Closed,32,Male,43,Female,2023,8
CR05047,Domestic Violence,Chandni Chowk,2023-05-22,23:05,Reported,50,Male,46,Female,2023,5
CR06441,Fraud,Saket,2023-08-26,05:41,Under Investigation,20,Female,40,Other,2023,8
CR08636,Domestic Violence,Hauz Khas,2023-07-08,15:32,Unresolved,66,Male,15,Female,2023,7
CR08105,Assault,Dwarka,2023-09-14,14:37,Closed,62,Other,72,Male,2023,9
CR02359,Assault,Punjabi Bagh,2022-09-17,03:40,Unresolved,15,Female,68,Other,2022,9
CR00002,Rape,Dwarka,2022-05-27,03:53,Reported,43,Male,42,Female,2022,5
CR03654,Robbery,Lajpat Nagar,2022-07-16,01:32,Closed,47,Other,56,Other,2022,7
CR07052,Fraud,Connaught Place,2020-02-24,14:16,Reported,46,Male,72,Male,2020,2
CR01286,Kidnapping,Saket,2021-01-02,02:19,Reported,42,Other,19,Male,2021,1
CR09734,Cybercrime,Punjabi Bagh,2020-06-05,02:09,Resolved,36,Male,22,Other,2020,6
CR04445,Rape,Punjabi Bagh,2021-10-14,09:06,Closed,71,Other,61,Other,2021,10
CR02137,Theft,Lajpat Nagar,2021-01-28,23:11,Resolved,44,Female,25,Male,2021,1
CR06787,Rape,Karol Bagh,2021-10-24,21:50,Under Investigation,29,Male,60,Male,2021,10
CR02004,Theft,Dwarka,2020-12-31,10:10,Closed,53,Other,52,Female,2020,12
CR09068,Kidnapping,Punjabi Bagh,2021-08-14,05:43,Closed,65,Other,24,Male,2021,8
CR09566,Fraud,Vasant Kunj,2020-08-20,01:26,Closed,42,Female,45,Female,2020,8
CR06894,Burglary,Karol Bagh,2023-09-14,11:11,Unresolved,46,Other,74,Female,2023,9
CR09135,Theft,Saket,2020-02-17,13:20,Reported,70,Male,21,Male,2020,2
CR08564,Domestic Violence,Punjabi Bagh,2022-05-27,02:16,Closed,59,Female,68,Female,2022,5
CR07151,Assault,Punjabi Bagh,2020-04-26,06:54,Under Investigation,53,Male,70,Male,2020,4
CR00963,Kidnapping,Karol Bagh,2021-08-25,03:06,Unresolved,74,Male,19,Male,2021,8
CR06012,Theft,Vasant Kunj,2022-03-11,07:14,Closed,36,Female,15,Male,2022,3
CR04882,Fraud,Vasant Kunj,2021-10-08,19:02,Reported,72,Other,28,Male,2021,10
CR00140,Domestic Violence,Punjabi Bagh,2021-10-21,21:44,Reported,38,Other,40,Male,2021,10
CR09635,Rape,Dwarka,2023-07-28,16:38,Resolved,40,Female,26,Other,2023,7
CR06936,Fraud,Lajpat Nagar,2023-10-07,10:03,Unresolved,29,Female,25,Male,2023,10
CR06542,Kidnapping,Connaught Place,2022-05-10,22:33,Unresolved,39,Other,68,Male,2022,5
CR05243,Burglary,Lajpat Nagar,2022-09-08,12:58,Closed,17,Male,20,Male,2022,9
CR04431,Domestic Violence,Chandni Chowk,2023-03-10,07:47,Under Investigation,42,Other,19,Male,2023,3
CR00406,Burglary,Saket,2020-10-18,10:37,Resolved,53,Female,19,Other,2020,10
CR08212,Burglary,Hauz Khas,2020-01-09,01:09,Closed,39,Male,72,Male,2020,1
CR08925,Fraud,Punjabi Bagh,2021-04-12,12:14,Unresolved,18,Other,18,Other,2021,4
CR09200,Fraud,Hauz Khas,2022-01-01,17:24,Unresolved,23,Male,74,Male,2022,1
CR08234,Fraud,Rohini,2021-12-21,10:00,Reported,59,Male,63,Female,2021,12
CR04399,Rape,Karol Bagh,2020-03-20,10:52,Closed,36,Female,65,Female,2020,3
CR05252,Cybercrime,Lajpat Nagar,2022-09-15,20:42,Unresolved,16,Female,50,Female,2022,9
CR00011,Rape,Chandni Chowk,2023-07-06,18:23,Unresolved,24,Male,39,Female,2023,7
CR04760,Fraud,Connaught Place,2020-06-19,02:16,Unresolved,58,Female,68,Other,2020,6
CR01177,Rape,Saket,2021-09-03,16:43,Reported,29,Other,37,Other,2021,9
CR02863,Murder,Connaught Place,2020-02-04,06:58,Under Investigation,40,Male,25,Other,2020,2
CR06471,Kidnapping,Dwarka,2020-02-24,05:35,Unresolved,22,Female,17,Male,2020,2
CR06228,Kidnapping,Chandni Chowk,2020-02-22,23:53,Under Investigation,40,Female,40,Male,2020,2
CR02989,Theft,Karol Bagh,2022-08-03,02:34,Under Investigation,53,Female,64,Female,2022,8
CR07117,Kidnapping,Karol Bagh,2022-03-19,22:03,Under Investigation,46,Other,73,Male,2022,3
CR07010,Domestic Violence,Dwarka,2020-03-07,18:32,Closed,46,Male,65,Female,2020,3
CR09121,Assault,Chandni Chowk,2022-04-16,06:22,Under Investigation,63,Other,67,Other,2022,4
CR01440,Rape,Dwarka,2023-07-21,19:57,Reported,71,Female,43,Female,2023,7
CR01921,Assault,Rohini,2020-12-08,22:31,Under Investigation,40,Female,70,Male,2020,12
CR02875,Murder,Rohini,2023-08-04,18:59,Closed,20,Male,21,Other,2023,8
CR09703,Theft,Lajpat Nagar,2020-08-07,04:03,Reported,38,Male,34,Male,2020,8
CR09378,Robbery,Vasant Kunj,2023-08-08,19:32,Resolved,21,Other,69,Male,2023,8
CR07232,Kidnapping,Karol Bagh,2023-03-22,09:01,Resolved,59,Other,46,Female,2023,3
CR03726,Murder,Rohini,2023-04-25,00:53,Closed,53,Other,20,Male,2023,4
CR02772,Theft,Hauz Khas,2023-03-17,03:10,Reported,54,Male,48,Other,2023,3
CR00454,Rape,Lajpat Nagar,2021-09-07,18:45,Reported,35,Other,59,Male,2021,9
CR08189,Kidnapping,Vasant Kunj,2023-09-28,21:47,Resolved,58,Male,37,Other,2023,9
CR01367,Cybercrime,Rohini,2023-11-25,01:40,Under Investigation,63,Other,60,Female,2023,11
CR03712,Domestic Violence,Punjabi Bagh,2020-08-01,15:30,Resolved,54,Other,27,Female,2020,8
CR05301,Kidnapping,Dwarka,2020-12-16,02:22,Resolved,55,Male,24,Female,2020,12
CR01388,Robbery,Vasant Kunj,2023-06-10,11:43,Under Investigation,57,Female,47,Male,2023,6
CR01000,Theft,Saket,2022-04-06,04:19,Closed,72,Female,30,Female,2022,4
CR07761,Domestic Violence,Connaught Place,2020-04-20,07:42,Reported,71,Male,48,Other,2020,4
CR03553,Murder,Punjabi Bagh,2021-04-03,14:13,Under Investigation,64,Female,40,Other,2021,4
CR04114,Domestic Violence,Vasant Kunj,2021-04-10,06:41,Unresolved,52,Male,54,Other,2021,4
CR01667,Kidnapping,Rohini,2021-02-14,03:02,Closed,37,Male,26,Male,2021,2
CR03173,Burglary,Punjabi Bagh,2023-02-01,23:16,Under Investigation,70,Male,35,Female,2023,2
CR00723,Domestic Violence,Rohini,2022-05-18,21:05,Resolved,15,Other,37,Other,2022,5
CR00488,Robbery,Rohini,2022-04-05,05:03,Reported,55,Other,60,Female,2022,4
CR03230,Theft,Saket,2020-09-12,08:35,Resolved,24,Female,55,Other,2020,9
CR03828,Murder,Hauz Khas,2023-10-05,11:10,Under Investigation,30,Male,27,Male,2023,10
CR09226,Robbery,Lajpat Nagar,2021-09-30,03:22,Reported,64,Female,41,Female,2021,9
CR05208,Murder,Connaught Place,2020-08-14,23:18,Unresolved,23,Female,43,Female,2020,8
CR07848,Kidnapping,Punjabi Bagh,2022-08-09,03:08,Reported,52,Male,69,Other,2022,8
CR05704,Cybercrime,Rohini,2020-03-19,03:20,Reported,68,Other,74,Female,2020,3
CR08590,Assault,Rohini,2023-05-19,19:26,Unresolved,38,Male,67,Other,2023,5
CR08133,Robbery,Karol Bagh,2023-10-08,07:53,Reported,29,Female,26,Female,2023,10
CR00703,Murder,Karol Bagh,2023-02-27,12:37,Under Investigation,41,Other,47,Male,2023,2
CR05105,Theft,Hauz Khas,2021-06-10,18:25,Under Investigation,21,Female,51,Female,2021,6
CR09488,Rape,Punjabi Bagh,2021-03-26,07:19,Under Investigation,28,Female,36,Female,2021,3
CR03291,Domestic Violence,Karol Bagh,2023-02-07,15:33,Under Investigation,25,Other,20,Other,2023,2
CR08125,Theft,Hauz Khas,2022-11-29,23:19,Resolved,31,Other,36,Other,2022,11
CR08234,Fraud,Rohini,2021-12-21,10:00,Reported,59,Male,63,Female,2021,12
CR09623,Rape,Rohini,2020-06-21,14:01,Resolved,52,Female,47,Other,2020,6
CR04909,Theft,Karol Bagh,2023-11-13,16:39,Closed,38,Female,16,Other,2023,11
CR04440,Rape,Punjabi Bagh,2022-02-18,06:27,Under Investigation,70,Female,18,Male,2022,2
CR00986,Domestic Violence,Connaught Place,2022-06-18,06:22,Unresolved,37,Other,19,Male,2022,6
CR09851,Kidnapping,Saket,2022-04-25,12:31,Resolved,38,Male,33,Other,2022,4
CR09665,Cybercrime,Chandni Chowk,2022-08-05,20:07,Closed,60,Other,56,Male,2022,8
CR07705,Fraud,Rohini,2020-01-22,02:11,Resolved,47,Female,58,Male,2020,1
CR06257,Fraud,Vasant Kunj,2023-04-24,07:47,Reported,70,Other,72,Male,2023,4
CR06089,Robbery,Punjabi Bagh,2022-06-02,20:05,Under Investigation,43,Other,68,Female,2022,6
CR05238,Cybercrime,Chandni Chowk,2023-05-15,06:35,Reported,45,Male,29,Female,2023,5
CR01198,Theft,Lajpat Nagar,2021-03-19,20:03,Reported,17,Female,36,Female,2021,3
CR09673,Fraud,Dwarka,2024-01-01,16:24,Reported,59,Other,65,Female,2024,1
CR07519,Rape,Vasant Kunj,2021-08-02,16:06,Reported,73,Female,35,Male,2021,8
CR06812,Assault,Vasant Kunj,2020-08-11,14:05,Under Investigation,70,Male,73,Male,2020,8
CR08320,Cybercrime,Karol Bagh,2021-10-21,16:44,Resolved,32,Male,71,Female,2021,10
CR07175,Rape,Connaught Place,2022-11-12,19:56,Unresolved,32,Female,61,Male,2022,11
CR04470,Theft,Hauz Khas,2020-07-27,08:04,Reported,70,Male,23,Male,2020,7
CR00891,Robbery,Lajpat Nagar,2021-03-29,13:28,Unresolved,32,Female,46,Male,2021,3
CR01969,Domestic Violence,Dwarka,2023-05-01,11:33,Under Investigation,20,Other,70,Female,2023,5
CR05757,Murder,Dwarka,2021-12-05,02:04,Unresolved,23,Other,22,Other,2021,12
CR06527,Assault,Lajpat Nagar,2021-12-05,11:46,Reported,25,Male,48,Female,2021,12
CR06294,Domestic Violence,Lajpat Nagar,2020-03-04,02:19,Resolved,29,Male,20,Other,2020,3
CR07595,Rape,Chandni Chowk,2022-06-28,09:01,Resolved,47,Female,74,Female,2022,6
CR03249,Kidnapping,Connaught Place,2020-07-22,23:05,Reported,74,Other,35,Female,2020,7
CR06570,Rape,Dwarka,2023-03-06,07:04,Unresolved,34,Other,41,Male,2023,3
CR06638,Robbery,Dwarka,2022-07-03,08:41,Unresolved,24,Male,20,Female,2022,7
CR07351,Robbery,Vasant Kunj,2020-11-04,07:24,Closed,34,Male,65,Male,2020,11
CR09782,Theft,Lajpat Nagar,2021-09-21,03:17,Closed,64,Male,52,Other,2021,9
CR07473,Burglary,Connaught Place,2021-12-15,22:55,Closed,33,Other,19,Other,2021,12
CR09819,Theft,Chandni Chowk,2020-07-23,08:35,Reported,27,Male,50,Male,2020,7
CR09250,Kidnapping,Hauz Khas,2023-01-18,13:08,Unresolved,47,Male,28,Male,2023,1
CR01239,Murder,Dwarka,2023-10-12,21:54,Reported,54,Other,52,Female,2023,10
CR02289,Burglary,Chandni Chowk,2020-05-31,19:06,Under Investigation,67,Other,20,Female,2020,5
CR02740,Kidnapping,Lajpat Nagar,2023-03-30,10:08,Under Investigation,27,Other,33,Female,2023,3
CR08467,Murder,Vasant Kunj,2023-02-26,20:34,Closed,51,Other,52,Female,2023,2
CR04585,Rape,Connaught Place,2022-09-20,21:39,Resolved,47,Female,23,Male,2022,9
CR01229,Rape,Connaught Place,2021-10-05,12:07,Resolved,18,Other,63,Male,2021,10
CR06980,Rape,Karol Bagh,2022-09-08,18:16,Reported,73,Male,32,Other,2022,9
CR05178,Murder,Dwarka,2022-07-13,16:25,Under Investigation,31,Male,43,Male,2022,7
CR04293,Domestic Violence,Connaught Place,2021-07-09,07:04,Closed,33,Female,59,Female,2021,7
CR01058,Fraud,Lajpat Nagar,2020-08-12,11:21,Closed,50,Other,36,Male,2020,8
CR06262,Fraud,Rohini,2021-01-18,03:30,Resolved,42,Other,58,Female,2021,1
CR00281,Murder,Punjabi Bagh,2020-12-17,15:50,Under Investigation,17,Other,54,Other,2020,12
CR00968,Domestic Violence,Punjabi Bagh,2023-06-11,16:23,Closed,51,Female,21,Other,2023,6
CR03953,Kidnapping,Rohini,2020-02-10,06:56,Closed,40,Male,52,Male,2020,2
CR01939,Murder,Rohini,2023-10-15,21:30,Under Investigation,50,Other,25,Female,2023,10
CR09015,Cybercrime,Punjabi Bagh,2023-01-08,02:45,Resolved,73,Male,39,Female,2023,1
CR01274,Fraud,Connaught Place,2020-12-23,23:49,Unresolved,56,Female,18,Other,2020,12
CR00619,Cybercrime,Lajpat Nagar,2022-12-27,03:03,Resolved,16,Other,67,Male,2022,12
CR09061,Murder,Saket,2021-12-26,13:06,Resolved,46,Female,15,Male,2021,12
CR01742,Fraud,Vasant Kunj,2022-03-14,15:14,Under Investigation,54,Other,66,Other,2022,3
CR01390,Fraud,Vasant Kunj,2021-11-25,06:53,Under Investigation,28,Other,38,Female,2021,11
CR02203,Murder,Rohini,2021-04-18,02:08,Unresolved,19,Other,36,Male,2021,4
CR03568,Murder,Karol Bagh,2022-02-06,23:22,Under Investigation,42,Female,43,Female,2022,2
CR06116,Cybercrime,Karol Bagh,2022-06-14,13:12,Under Investigation,27,Female,55,Female,2022,6
CR09002,Fraud,Dwarka,2020-05-19,16:45,Unresolved,56,Male,70,Female,2020,5
CR06052,Kidnapping,Vasant Kunj,2021-12-16,20:46,Resolved,72,Male,35,Other,2021,12
CR03178,Assault,Rohini,2021-01-09,16:58,Resolved,19,Male,21,Female,2021,1
CR03192,Burglary,Connaught Place,2021-09-08,05:52,Reported,71,Male,24,Male,2021,9
CR06099,Theft,Saket,2023-04-28,09:40,Reported,23,Other,58,Male,2023,4
CR07029,Fraud,Vasant Kunj,2022-09-18,05:27,Unresolved,43,Female,27,Female,2022,9
CR00575,Kidnapping,Rohini,2020-11-22,05:41,Reported,53,Other,42,Male,2020,11
CR06656,Fraud,Saket,2022-04-25,08:47,Unresolved,48,Male,15,Male,2022,4
CR07115,Fraud,Karol Bagh,2021-07-26,17:55,Closed,35,Male,41,Other,2021,7
CR09393,Rape,Punjabi Bagh,2022-11-20,22:35,Unresolved,26,Female,33,Female,2022,11
CR06276,Rape,Lajpat Nagar,2022-10-19,02:30,Reported,66,Female,25,Male,2022,10
CR09584,Robbery,Punjabi Bagh,2021-12-15,09:16,Reported,59,Other,64,Female,2021,12
CR05897,Robbery,Rohini,2020-04-25,17:51,Reported,27,Other,26,Female,2020,4
CR05724,Theft,Rohini,2021-10-23,17:49,Under Investigation,67,Other,32,Other,2021,10
CR00269,Fraud,Lajpat Nagar,2021-05-01,05:53,Closed,39,Male,72,Male,2021,5
CR00629,Assault,Saket,2023-06-21,03:00,Reported,29,Other,29,Other,2023,6
CR03081,Robbery,Chandni Chowk,2020-03-19,17:53,Resolved,72,Female,37,Other,2020,3
CR03466,Murder,Connaught Place,2022-01-19,14:06,Resolved,69,Male,34,Male,2022,1
CR06430,Burglary,Dwarka,2022-04-20,15:20,Under Investigation,48,Other,46,Other,2022,4
CR09929,Burglary,Karol Bagh,2023-12-18,00:00,Closed,22,Other,55,Other,2023,12
CR07062,Murder,Connaught Place,2021-05-28,16:04,Closed,48,Female,62,Male,2021,5
CR01339,Assault,Rohini,2021-12-11,20:50,Reported,51,Other,25,Female,2021,12
CR05543,Kidnapping,Vasant Kunj,2020-11-28,07:59,Reported,30,Other,37,Female,2020,11
CR04356,Murder,Punjabi Bagh,2022-12-01,21:04,Unresolved,68,Other,26,Male,2022,12
CR02113,Assault,Karol Bagh,2020-08-12,08:59,Resolved,50,Female,66,Male,2020,8
CR08219,Murder,Saket,2021-05-27,15:55,Unresolved,70,Female,67,Male,2021,5
CR03216,Rape,Vasant Kunj,2023-10-19,17:07,Unresolved,20,Female,16,Male,2023,10
CR03814,Fraud,Connaught Place,2020-11-16,16:00,Closed,16,Other,45,Female,2020,11
CR08321,Rape,Connaught Place,2020-08-18,07:02,Under Investigation,19,Female,15,Female,2020,8
CR09156,Domestic Violence,Dwarka,2021-01-11,10:25,Closed,55,Other,18,Female,2021,1
CR02278,Theft,Rohini,2023-07-27,16:12,Under Investigation,52,Other,34,Other,2023,7
CR04599,Theft,Dwarka,2022-12-03,12:05,Reported,32,Male,56,Male,2022,12
CR00013,Burglary,Dwarka,2020-11-05,19:17,Closed,73,Male,58,Other,2020,11
CR09840,Murder,Chandni Chowk,2022-11-19,18:29,Reported,39,Female,74,Male,2022,11
CR01525,Kidnapping,Hauz Khas,2020-09-04,19:26,Under Investigation,39,Female,73,Other,2020,9
CR02365,Rape,Karol Bagh,2021-12-27,10:01,Resolved,66,Male,59,Other,2021,12
CR04648,Kidnapping,Karol Bagh,2021-07-23,07:37,Unresolved,56,Male,63,Male,2021,7
CR00374,Kidnapping,Punjabi Bagh,2020-08-22,23:48,Reported,68,Male,53,Male,2020,8
CR09079,Theft,Dwarka,2020-06-22,18:32,Unresolved,38,Female,37,Female,2020,6
CR06477,Domestic Violence,Saket,2020-09-12,15:46,Reported,40,Male,37,Female,2020,9
CR00525,Cybercrime,Hauz Khas,2023-12-29,03:44,Unresolved,39,Male,45,Female,2023,12
CR06895,Burglary,Saket,2020-12-04,16:45,Closed,43,Male,55,Other,2020,12
CR03591,Kidnapping,Rohini,2022-03-07,22:36,Reported,48,Male,67,Male,2022,3
CR07904,Theft,Saket,2020-10-19,04:49,Reported,31,Other,50,Male,2020,10
CR02958,Fraud,Rohini,2022-11-08,09:17,Resolved,20,Female,45,Female,2022,11
CR00529,Domestic Violence,Lajpat Nagar,2022-02-02,01:13,Under Investigation,74,Male,16,Male,2022,2
CR03714,Assault,Saket,2022-02-09,08:19,Closed,31,Male,49,Male,2022,2
CR04732,Robbery,Connaught Place,2021-06-05,04:55,Resolved,40,Female,57,Other,2021,6
CR01394,Cybercrime,Connaught Place,2020-11-01,10:57,Reported,32,Male,42,Other,2020,11
CR05631,Robbery,Dwarka,2022-06-18,00:05,Unresolved,71,Female,22,Female,2022,6
CR06563,Rape,Hauz Khas,2022-01-27,09:40,Under Investigation,68,Male,40,Female,2022,1
CR04703,Cybercrime,Rohini,2022-03-12,14:15,Reported,23,Male,15,Other,2022,3
CR01712,Burglary,Punjabi Bagh,2021-03-30,05:17,Unresolved,74,Male,61,Male,2021,3
CR02048,Robbery,Dwarka,2022-12-10,10:46,Resolved,25,Female,34,Male,2022,12
CR00955,Theft,Hauz Khas,2023-07-13,11:00,Reported,29,Female,54,Male,2023,7
CR06675,Fraud,Vasant Kunj,2021-10-23,05:21,Closed,41,Male,48,Male,2021,10
CR03453,Assault,Lajpat Nagar,2023-06-22,11:27,Resolved,20,Male,21,Male,2023,6
CR08595,Assault,Rohini,2022-10-15,14:35,Resolved,31,Male,19,Male,2022,10
CR02071,Theft,Lajpat Nagar,2021-08-08,05:37,Unresolved,30,Other,61,Female,2021,8
